OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
565,坪山街道,35,4,4,51,0,163,1737,22,0,20,3,162,2,206,1158,13,1,4,521,36,79,2,312,5,123,2558,36,4059,0,78,14,18,0,0,0,0,6,13,0,295,0,0,13,25,13,5,1,17,15,374,0,52,0,21,1079,311,25,523,16,0,155,274,69,19,0,3,54,0,5,0,12,89,0,96,2,1,131,8,0,0,6,0,0,0,1,74,9,103,73,86,95,19,11,1,5,6,20,309,2,51,25,21,1,0,14,8,1,2,0,9,40,31,1,569,4,6,5,1,53,19,196,60,4,148,1,3,0,18,15,41,3,0,2,0,0,101,1,13
566,大鹏街道,13,6,3,8,0,13,395,3,0,0,2,17,3,64,186,5,0,3,156,4,19,0,70,2,65,274,14,1294,0,8,1,9,0,0,0,1,4,1,0,30,2,0,2,16,5,1,3,2,0,49,0,13,0,8,155,46,8,53,3,0,8,68,6,6,0,7,3,0,5,0,0,21,0,15,3,0,247,13,0,0,1,0,0,1,1,6,4,19,7,2,23,5,1,0,5,0,1,15,1,4,3,5,2,1,6,1,0,1,7,1,4,2,0,68,0,3,0,0,12,10,47,8,1,12,0,0,0,2,17,11,2,2,2,0,0,10,0,0
567,葵涌街道,10,7,1,7,0,27,346,7,1,2,0,28,1,68,234,2,0,1,123,2,19,0,73,2,55,358,19,900,0,10,1,4,0,4,1,0,2,3,0,44,0,0,6,7,0,0,1,0,1,67,0,7,0,3,160,58,2,74,3,0,13,56,13,1,1,13,12,0,6,0,2,20,1,21,2,1,53,8,0,0,1,0,0,2,0,14,3,19,9,4,13,3,2,3,1,3,0,38,2,17,3,4,1,0,3,2,1,4,2,1,9,6,0,89,2,1,0,0,8,5,51,8,2,16,0,1,0,2,8,11,0,1,0,0,0,11,0,1
568,龙城街道,62,14,4,140,0,283,2128,14,10,36,4,101,6,335,1046,26,0,2,1118,105,128,5,194,3,191,2805,39,6019,0,160,3,11,0,0,1,0,10,27,0,414,4,0,22,47,12,15,5,10,21,923,0,94,0,10,1103,298,9,593,18,2,70,468,90,14,2,3,88,0,7,0,12,120,8,147,5,1,130,7,0,0,18,0,0,0,2,132,14,145,208,99,180,40,15,0,18,17,0,293,10,65,18,29,2,0,9,31,0,1,6,12,42,28,4,934,2,5,8,5,159,43,307,128,13,141,2,20,0,13,29,62,1,0,2,0,0,59,6,15
569,城中街道,12,2,1,9,0,10,232,3,0,6,0,0,1,28,210,1,0,0,68,1,2,0,69,2,7,140,3,784,0,3,1,12,0,0,0,0,5,1,0,55,0,0,1,10,3,0,1,2,0,48,0,4,0,1,172,79,1,40,4,0,14,142,13,1,0,1,4,1,1,0,0,18,2,18,2,0,18,2,0,0,0,0,0,0,0,15,2,72,27,41,11,5,4,1,1,0,0,45,0,15,1,6,0,0,1,1,0,1,0,1,16,3,0,105,0,0,0,0,4,3,48,19,2,9,0,0,0,4,4,14,3,0,0,0,0,2,0,1
570,贞山街道,1,1,0,4,0,12,177,6,0,0,1,1,0,25,141,4,0,0,44,1,3,0,47,3,11,106,0,503,0,1,6,21,0,0,0,1,3,2,1,36,0,0,0,22,0,0,3,1,0,35,0,6,0,4,84,46,1,31,8,0,15,40,8,2,0,2,3,0,1,0,0,18,0,13,3,0,6,2,0,0,0,0,0,1,2,9,0,9,9,1,9,0,0,0,2,0,0,15,0,7,0,0,0,0,0,2,0,0,1,2,4,1,0,74,1,0,0,0,8,0,25,19,0,10,2,0,0,0,4,2,0,0,0,0,0,4,0,0
571,广东省济广监狱,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,肇庆高新技术产业开发,15,10,0,15,0,87,575,6,0,1,1,32,1,75,330,9,0,0,134,3,9,0,173,2,11,771,8,1358,0,5,3,7,0,0,0,0,2,2,0,86,0,0,7,6,2,1,0,2,0,71,0,11,0,1,452,113,4,116,5,1,23,105,19,3,0,1,12,0,2,0,1,23,6,24,0,1,25,3,0,1,5,0,0,0,0,36,8,30,38,16,83,6,8,0,3,0,1,97,3,24,1,11,0,0,6,3,0,0,2,0,9,9,0,172,1,1,6,0,20,10,81,28,0,34,0,0,0,3,9,9,2,0,0,0,0,22,0,3
573,南丰镇,4,2,0,14,0,2,107,4,0,3,0,0,0,3,111,4,0,1,3,0,3,0,9,0,2,38,1,288,0,0,1,14,0,0,0,0,3,1,0,38,0,0,1,0,0,0,0,0,0,13,0,2,0,13,149,35,0,28,14,0,13,24,3,1,0,1,1,0,0,0,0,7,2,10,1,0,3,4,2,0,0,0,0,1,0,2,0,13,3,0,5,0,1,0,2,0,0,9,0,7,0,0,0,0,0,2,1,0,0,0,6,0,0,35,0,0,1,0,1,2,19,26,0,3,0,0,0,3,2,4,2,0,0,0,0,3,0,0
574,德城街道,15,9,5,10,0,30,327,3,0,3,3,4,1,80,216,9,0,0,41,2,5,0,81,2,12,255,4,937,0,10,0,2,0,0,0,0,3,3,0,65,1,0,4,13,1,1,4,0,0,46,0,8,0,5,339,111,4,62,5,0,20,121,18,5,1,0,18,1,0,0,1,9,0,27,4,2,4,4,0,1,1,0,0,0,0,17,3,23,16,14,23,4,2,3,1,2,0,47,0,14,2,7,0,0,3,1,1,0,0,3,13,1,0,145,1,1,3,2,16,6,54,18,0,7,0,0,0,3,10,21,0,0,0,0,0,3,0,0
575,航空产业园,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,万山镇,0,0,0,0,0,0,11,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,5,2,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
577,担杆镇,1,0,1,0,0,0,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6,1,0,99,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
578,梅华街道,34,2,3,35,0,141,530,6,4,50,0,3,1,158,206,11,0,0,369,17,21,1,49,0,21,563,4,1867,0,34,0,0,1,1,0,0,5,15,0,139,1,0,7,26,4,7,3,1,0,380,0,20,0,4,410,102,2,122,7,1,2,171,35,2,0,1,35,0,2,1,5,39,0,55,1,1,10,0,0,2,24,0,0,0,0,73,9,94,93,82,74,11,5,0,1,3,2,71,1,21,1,5,0,0,2,4,0,0,1,8,14,6,2,252,3,3,2,0,45,17,98,43,2,48,3,4,0,5,5,31,1,0,0,0,0,12,1,0
579,大学园区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
580,金装镇,2,1,0,0,0,0,20,0,0,0,0,0,0,0,25,1,0,0,2,0,3,0,18,0,0,11,0,75,0,0,0,5,0,0,0,0,4,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,6,33,2,0,1,7,0,6,9,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,6,6,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
581,长安镇,2,0,0,2,0,1,22,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,25,1,1,8,0,67,0,2,0,4,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,59,17,0,1,6,0,2,3,2,2,0,0,0,0,0,1,0,3,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,8,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0
582,大玉口镇,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
583,河儿口镇,0,2,0,2,0,0,22,1,0,0,0,0,1,0,39,2,0,0,3,0,2,0,2,0,4,3,1,95,0,1,0,9,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,11,0,8,3,0,1,9,2,2,0,1,2,0,0,0,0,0,3,4,0,0,5,7,0,0,0,0,0,0,0,2,0,2,2,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,1,1,0,0,1,0,0,9,0,0,0,0,0,0,7,11,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
584,宾亨镇,3,0,0,0,0,0,50,2,0,0,0,0,0,0,31,1,0,0,1,0,2,0,27,3,37,49,0,80,0,0,0,8,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,1,49,15,0,7,8,0,18,14,6,0,1,1,0,0,0,0,0,2,2,4,1,0,2,0,2,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,1,0,0,0,2,0,0,12,0,0,0,0,0,0,4,17,0,5,0,0,0,4,0,5,1,0,0,0,0,1,0,0
585,江屯镇,2,0,0,2,0,0,41,1,0,0,0,1,0,0,42,0,0,0,1,0,0,0,0,0,16,25,1,133,0,1,0,12,0,0,0,0,3,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,4,0,13,7,0,6,22,3,2,1,0,0,1,0,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,1,4,0,3,7,0,1,1,0,0,0,0,0,5,1,5,1,2,0,0,0,0,0,1,0,0,6,0,0,15,0,0,0,0,1,0,8,18,0,1,0,0,0,4,0,4,3,0,0,0,0,1,0,0
586,洲仔镇,1,0,0,0,0,0,11,1,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,1,26,6,0,28,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,6,0,1,4,2,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,8,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0
587,冷坑镇,3,0,0,0,0,2,106,4,0,0,0,0,0,1,78,1,0,1,5,0,0,0,47,0,1,38,1,364,0,0,6,12,0,0,0,0,2,4,0,16,0,0,3,0,1,0,0,0,0,11,0,3,0,5,168,39,0,18,21,0,23,48,9,9,0,1,1,0,1,0,0,3,2,5,0,0,5,1,0,0,0,0,0,1,0,2,0,13,2,0,6,0,2,0,2,0,0,13,0,14,0,0,0,0,0,0,0,1,0,0,2,0,0,16,0,0,0,0,2,1,18,25,0,4,0,0,0,2,4,4,0,0,0,0,0,3,0,0
588,大岗镇,1,0,0,2,0,0,34,2,0,0,0,0,0,0,52,0,0,0,0,0,0,0,19,0,2,25,1,166,0,1,2,12,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,91,17,1,10,15,0,15,20,3,5,0,2,0,0,1,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,0,3,0,8,1,0,0,0,2,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,2,1,0,15,0,0,0,0,0,0,9,23,0,3,0,1,0,2,0,1,0,1,0,0,0,1,0,0
589,怀城镇,19,8,6,28,0,97,864,5,0,20,0,10,3,77,514,21,0,0,95,4,9,0,253,3,21,519,3,2147,0,14,7,19,0,0,0,0,13,3,0,130,1,0,4,16,8,2,1,1,0,98,0,21,0,3,965,185,1,213,35,0,42,297,36,7,1,3,20,0,5,0,2,40,6,65,2,1,19,4,2,0,2,1,0,1,0,60,5,118,63,57,71,3,11,0,8,4,1,45,2,37,3,13,1,0,0,5,0,0,0,3,21,2,0,317,3,1,4,1,21,9,118,106,0,48,0,1,0,5,8,21,4,0,1,0,0,8,0,1
590,梁村镇,2,0,0,1,0,1,53,4,0,2,0,1,0,3,60,3,0,0,6,0,3,0,69,1,2,31,0,235,0,0,1,12,0,0,1,0,5,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,5,126,32,0,12,9,0,13,28,6,1,0,0,2,0,0,0,0,4,4,6,2,0,3,4,2,0,0,0,0,0,0,7,0,8,5,1,4,0,2,0,0,0,0,4,0,7,0,2,0,0,0,0,0,0,0,0,2,1,0,18,0,0,0,1,0,1,11,10,0,2,0,0,0,3,0,3,0,0,0,0,0,1,0,0
591,连麦镇,1,0,0,1,0,0,22,1,0,0,0,0,0,0,27,1,0,0,0,0,1,0,37,1,2,5,0,71,0,0,0,9,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,38,13,0,3,7,0,7,8,2,1,0,1,0,0,1,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,3,9,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
592,闸岗镇,1,0,0,0,0,0,15,1,0,0,0,6,0,1,14,0,0,0,0,0,0,0,12,0,3,45,0,50,0,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,4,0,4,0,0,4,8,1,2,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
593,马宁镇,0,0,0,0,0,0,26,1,0,0,0,1,0,0,16,1,0,0,2,0,1,0,26,0,0,14,0,87,0,0,1,5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,7,0,6,9,0,8,5,4,1,0,0,0,0,1,1,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,6,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
594,莲花镇,2,0,0,4,0,3,102,1,0,0,0,5,0,4,99,1,0,0,9,0,2,0,41,1,5,116,1,343,0,0,0,16,0,0,0,0,7,2,0,16,0,0,2,1,1,0,0,1,0,6,0,0,0,1,140,25,0,23,5,0,18,38,5,2,0,1,1,0,0,0,0,6,4,9,0,0,9,3,2,0,2,0,0,0,0,10,0,33,21,8,5,0,3,0,1,0,0,10,1,8,0,2,0,0,1,0,0,0,0,0,2,0,0,48,0,0,0,0,2,2,14,22,0,4,0,0,0,1,0,5,0,0,0,0,0,5,0,1
595,会城街道,97,19,2,51,0,260,1685,22,3,29,1,29,4,276,1117,37,0,10,577,37,23,2,216,3,99,1876,25,6380,0,142,9,74,1,4,2,2,20,18,0,380,6,0,6,133,17,11,4,11,0,522,0,69,0,28,2688,489,10,398,29,0,299,468,116,8,2,17,79,1,5,0,8,99,4,105,5,2,36,20,0,2,43,0,0,0,3,116,27,199,119,110,194,15,13,4,15,13,2,297,2,94,6,19,5,0,14,13,1,6,4,8,39,16,0,828,1,8,5,1,98,37,426,91,5,114,2,7,0,14,40,100,1,1,0,0,0,13,0,2
596,圭峰管理委员会,2,0,0,0,0,0,7,0,0,1,0,0,1,3,6,0,0,0,15,0,4,0,8,0,7,12,4,86,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,4,8,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
597,杜阮镇,12,5,0,6,0,12,425,8,1,1,0,19,0,41,305,4,0,0,47,2,9,0,71,2,29,986,8,1117,0,7,7,14,0,1,0,1,11,0,0,49,0,0,1,4,1,1,0,1,0,46,0,4,0,13,476,65,1,82,10,0,186,60,18,6,0,2,11,0,1,0,0,10,5,21,1,0,23,6,0,0,8,1,0,0,0,20,7,45,27,3,39,1,3,0,1,2,0,63,0,27,0,5,2,0,5,2,1,0,0,1,9,5,0,78,0,0,0,0,6,6,44,6,0,25,0,2,0,2,2,12,1,0,0,0,1,4,0,0
598,棠下镇,11,1,0,13,0,34,431,10,0,1,0,16,4,52,289,7,0,1,63,6,7,0,91,0,26,631,5,1028,0,7,5,29,0,1,0,0,9,1,0,64,0,0,1,11,1,5,0,0,0,64,0,4,0,17,298,72,1,106,16,0,85,82,17,6,0,3,11,0,0,0,0,15,8,12,6,1,52,15,2,1,4,0,0,0,0,18,5,34,11,10,50,1,1,2,1,2,1,56,0,25,2,6,1,0,1,2,1,2,0,4,13,7,2,105,0,0,0,2,8,13,64,15,2,44,0,2,0,1,6,20,1,0,0,0,0,5,0,0
599,共和镇,7,3,0,5,0,19,243,1,1,2,0,11,0,24,146,3,0,0,25,1,3,0,41,2,18,340,0,587,0,4,3,19,0,0,0,0,3,2,0,16,0,0,2,4,0,3,0,0,0,15,0,2,0,9,190,44,2,35,3,0,14,34,8,1,1,1,7,0,1,0,0,5,2,10,1,0,37,2,0,0,0,0,0,0,0,6,3,17,8,2,17,1,1,0,0,1,0,24,0,16,0,2,0,0,0,0,0,0,1,0,4,2,0,71,0,0,0,0,6,1,29,19,2,28,1,0,0,1,9,9,2,0,0,0,0,4,2,0
600,长洲街道,4,0,0,3,0,5,146,3,0,0,0,6,5,14,94,0,0,1,38,1,0,0,33,1,19,130,7,427,0,2,3,7,0,0,2,0,1,2,0,18,0,0,1,3,0,0,0,1,3,89,0,5,0,4,44,21,12,23,5,0,5,37,9,0,0,2,8,0,4,0,0,8,4,7,1,0,34,7,0,0,2,0,0,0,0,5,0,3,3,1,14,0,2,8,0,1,0,28,0,8,1,0,2,0,9,1,0,4,1,2,6,2,0,45,3,0,5,0,2,5,24,6,0,10,2,0,3,2,3,4,0,2,2,0,0,7,0,5
601,建设街道,5,0,3,2,0,9,56,1,0,0,0,0,1,41,31,2,0,0,58,4,1,0,15,0,6,113,0,227,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,2,1,0,5,35,0,5,0,0,27,10,11,19,2,0,1,16,5,0,0,1,4,0,2,0,0,9,0,6,1,4,1,0,0,0,1,0,0,0,0,2,0,1,0,0,6,2,0,2,4,0,0,21,0,7,0,4,1,0,2,0,0,1,1,1,3,0,0,25,1,0,0,0,3,1,12,2,0,7,0,1,0,2,0,7,0,0,1,0,0,1,0,3
602,天园街道,31,5,1,18,0,49,425,4,2,0,1,22,2,71,127,1,0,0,281,21,18,1,24,1,26,602,4,1027,0,87,0,0,0,0,0,0,1,8,0,40,0,0,3,18,1,19,3,3,4,107,0,30,0,3,189,55,37,108,3,0,3,82,17,5,0,2,7,0,3,0,4,25,3,10,3,2,32,6,0,0,9,1,0,0,0,8,15,10,0,1,34,6,2,0,2,3,0,50,1,10,0,6,1,0,49,3,0,3,10,2,15,15,4,129,1,2,1,1,23,11,67,5,2,16,3,0,0,4,11,41,0,0,0,0,0,6,0,37
603,乐城镇,1,1,0,0,0,1,19,1,0,0,0,0,0,2,22,0,0,0,0,0,1,0,26,0,3,5,0,77,0,0,0,2,0,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,2,0,0,0,5,25,4,0,2,5,0,3,7,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,2,6,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0
604,寮步镇,44,43,6,47,0,229,2674,7,3,280,1,183,5,392,1829,19,0,3,1359,52,52,1,277,3,122,5271,26,7608,0,166,38,29,0,1,2,1,18,13,1,444,4,0,18,36,33,18,4,6,0,321,0,44,0,36,2001,587,22,673,22,3,503,552,55,26,0,4,72,0,2,0,6,117,8,127,15,0,951,20,1,0,11,1,0,3,0,300,34,570,373,523,161,20,46,2,14,15,1,458,9,106,1,42,5,0,15,21,0,3,26,5,41,97,1,858,0,5,12,1,126,32,357,80,13,189,0,12,0,22,58,48,2,1,3,0,0,66,1,13
605,常平镇,64,25,7,86,0,328,2646,16,3,69,3,235,5,367,1794,21,1,1,1104,43,55,2,297,2,97,5993,35,7755,1,184,50,38,1,5,3,2,23,20,0,505,1,0,16,58,32,21,16,12,0,367,0,97,0,25,2246,638,27,666,33,2,710,711,64,22,0,2,65,2,3,0,9,117,8,155,6,0,943,10,4,0,2,0,0,6,0,221,19,341,226,213,166,35,35,2,24,14,30,471,10,127,3,51,7,1,8,7,3,0,35,11,31,71,2,1013,3,5,3,0,135,36,335,103,11,225,4,5,0,24,76,70,3,0,2,0,0,61,5,2
606,狮山镇,118,39,7,63,0,251,3462,18,9,24,5,295,5,531,2179,24,0,3,1219,44,93,2,776,8,366,9595,43,11041,3,146,60,86,0,4,5,2,55,18,0,575,2,0,17,21,23,15,11,27,22,534,0,84,0,146,3824,655,38,992,46,2,1442,1179,96,21,2,36,101,1,4,2,5,117,37,137,16,1,404,66,2,1,65,2,0,1,3,249,30,445,218,171,257,32,48,2,17,19,10,1039,5,125,2,68,11,0,29,24,7,8,8,14,73,33,1,1190,2,11,15,0,107,33,505,96,17,334,6,10,0,15,21,114,5,1,2,4,1,63,3,27
607,西樵镇,47,6,4,20,0,84,1041,11,1,36,1,35,5,151,685,23,0,7,383,18,39,1,358,7,115,1822,25,3799,1,60,12,46,0,0,4,0,19,7,0,187,2,0,6,23,7,6,5,17,0,217,0,26,0,64,1933,236,5,248,22,0,451,262,34,4,0,18,28,1,3,0,1,45,4,53,12,1,97,49,0,0,10,0,0,2,0,106,4,147,93,45,49,12,9,3,7,6,0,188,3,44,2,25,4,0,4,11,3,5,4,5,27,11,0,465,0,1,4,2,49,21,211,22,7,76,4,3,0,8,14,44,1,2,0,0,0,12,0,0
608,沙面街道,4,0,0,1,0,2,60,0,0,0,0,0,1,5,33,0,0,0,37,4,0,0,9,0,6,53,0,272,0,2,0,0,0,0,0,0,0,0,0,68,0,0,0,4,1,7,1,0,5,6,0,15,0,0,7,15,0,14,0,0,0,215,2,0,0,0,3,0,0,0,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3,0,5,1,4,0,2,0,0,0,0,1,0,2,0,5,1,0,18,0,0,0,0,7,2,21,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1
609,火炬开发区街道,54,14,0,41,0,226,1325,6,7,41,0,86,3,280,801,12,0,1,672,22,47,1,227,5,38,2621,16,3449,0,79,7,9,2,5,1,2,14,10,2,249,3,0,10,46,23,10,3,7,0,344,0,35,0,23,1291,297,20,342,16,2,168,284,66,14,0,2,49,1,4,2,2,50,2,61,9,0,200,2,0,0,44,0,0,0,0,102,22,166,86,119,98,11,24,9,8,11,1,314,0,73,0,34,3,0,16,5,1,4,3,3,29,22,1,549,1,3,7,3,50,21,215,38,2,102,2,4,3,10,23,47,2,0,0,0,1,24,1,6
610,荷城街道,64,14,4,32,0,216,1565,11,1,20,3,28,4,445,981,31,0,3,911,19,24,1,251,1,78,1795,17,3979,0,78,13,34,0,4,0,1,20,14,0,351,2,0,8,47,1,25,4,4,0,301,0,45,0,16,1372,367,10,301,15,0,140,509,48,4,3,4,61,0,2,0,3,52,4,66,6,1,61,13,2,3,23,0,0,2,0,112,17,149,102,100,140,12,12,12,13,7,0,248,1,88,5,16,2,0,12,9,1,0,5,4,32,23,0,613,3,3,6,5,72,19,282,36,6,72,4,10,1,12,52,58,2,1,0,0,0,9,0,2
